XZI Gare_de_Lorraine_TGV Metz–Nancy France
KAO Kuusamo_Airport Kuusamo Finland
LPP Lappeenranta_Airport Lappeenranta Finland
MHQ Mariehamn_Airport Mariehamn,_Åland_Islands Finland
MIK Mikkeli_Airport Mikkeli Finland
OUL Oulu_Airport Oulu Finland
POR Pori_Airport Pori Finland
RVN Rovaniemi_Airport Rovaniemi Finland
SJY Seinäjoki_Airport Seinäjoki Finland
TMP Tampere-Pirkkala_Airport Tampere_/_Pirkkala Finland
TKU Turku_Airport Turku Finland
UTI Utti_Airport Utti_/_Valkeala Finland
VAA Vaasa_Airport Vaasa Finland
YLI Ylivieska_Airport Ylivieska Finland
XAB Abbeville_-_Buigny-Saint-Maclou_Aerodrome Abbeville France
AGF Agen_-_La_Garenne_Aerodrome Agen France
QXB Aix_Les_Milles_Airport Aix-en-Provence_/_Les_Milles France
AJA Ajaccio_-_Campo_dell'Oro_Airport Ajaccio,_Corsica France
LBI Le_Sequestre_Airport Albi France
AHZ Alpe_d'Huez_Airport Alpe_d'Huez France
QAM Amiens-Glisy_Airport Amiens France
ANE Angers_-_Avrillé_Aerodrome_(Angers-Marcé_Airport) Angers France
QXG Gare_d'Angers-Saint-Laud,_Saint-Laud Angers France
ANG Angoulême_-_Brie_-_Champniers_Airport Angoulême France
NCY Meythet_Airport Annecy France
QNJ Annemasse_Airport Annemasse France
XAT Gare_d'Antibes Antibes France
XAC Arcachon_–_La_Teste-de-Buch_Airport Arcachon France
QRV Arras_-_Roclincourt_Airport Arras_/_Roclincourt France
JAH Agora_Helipad Aubagne France
AUR Aurillac_Airport Aurillac France
AUF Auxerre_-_Branches_Aerodrome Auxerre France
AVN Avignon_-_Caumont_Airport Avignon France
XZN Gare_d'Avignon_TGV_Railway_Station Avignon France
AVF Avoriaz_Airport Avoriaz France
BAE Barcelonnette_-_Saint-Pons_Airport Barcelonnette_/_Saint-Pons,_Alpes-de-Haute-Provence France
BIA Bastia_-_Poretta_Airport Bastia,_Corsica France
BVA Paris_Beauvais_Tillé_Airport Beauvais France
BOR Belfort_-_Fontaine_Airport Belfort France
EGC Bergerac-Roumanière_Airport Bergerac France
QBQ Besançon_-_La_Vèze_Aerodrome Besançon_/_La_Vèze France
BZR Béziers_Vias_Airport Béziers France
BIQ Biarritz_-_Anglet_-_Bayonne_Airport Biarritz France
ZFQ Gare_de_Bordeaux_Saint-Jean Bordeaux France
BOD Bordeaux_-_Mérignac_Airport Bordeaux_/_Mérignac France
XBK Bourg_-_Ceyzériat_Airport Bourg-en-Bresse France
BOU Bourges_Airport Bourges France
BES Brest_Bretagne_Airport Brest France
BVE Brive_–_Souillac_Airport Brive-la-Gaillarde France
CFR Caen_–_Carpiquet_Airport Caen France
XCG Gare_de_Cagnes-sur-Mer Cagnes-sur-Mer France
ZAO Laberandie_Airport Cahors France
XFF Gare_de_Calais-Fréthun Calais France
CQF Calais–Dunkerque_Airport Calais_/_Dunkerque France
CLY Calvi_-_Sainte-Catherine_Airport Calvi,_Corsica France
CEQ Cannes_-_Mandelieu_Airport Cannes France
JCA Croisette_Heliport Cannes,_Côte_d'Azur France
CCF Carcassonne_Salvaza_Airport Carcassonne France
DCM Castres-Mazamet_Airport Castres,_Languedoc France
CMF Chambéry-Savoie_Airport Chambéry France
QTJ Chartres-Champhol_Airport Chartres France
XCY Château-Thierry_Belleau_Airport Château-Thierry France
CER Cherbourg_-_Maupertus_Airport Cherbourg France
CET Cholet_Le_Pontreau_Airport Cholet France
CFE Clermont-Ferrand_Auvergne_Airport Clermont-Ferrand France
CNG Cognac_-_Châteaubernard_Air_Base Cognac_/_Châteaubernard France
CMR Colmar_-_Houssen_Airport Colmar_/_Houssen France
CVF Courchevel_Aerodrome Courchevel France
CSF Creil_Air_Base Creil France
XDA Dax_-_Seyresse_Airport Dax France
DOL Deauville_Saint-Gatien_Airport Deauville France
DPE St-Aubin_Airport Dieppe France
DIJ Dijon-Bourgogne_Airport Dijon France
DNR Dinard_-_Pleurtuit_-_Saint-Malo_Airport Dinard France
DLP Disneyland_Resort_Paris_Airport Disneyland_Resort_Paris,_Paris France
DLE Dôle-Tavaux_Airport Dole France
XDK Dunkerque_-_Les_Moëres_Airport Dunkerque France
XEP Épernay_-_Plivot_Airport Épernay France
EVX Évreux-Fauville_Air_Base Évreux_/_Fauville France
JEV Évry_Heliport Évry,_Essonne France
FSC Sud_Corse_Airport Figari,_Corsica France
FRJ Frejus_Saint-Raphael_Airport Fréjus_/_Saint-Raphaël France
GAT Tallard_Airport Gap France
GFR Granville_Airport Granville France
GNB Grenoble-Isère_Airport Grenoble France
IDY Île_d'Yeu_Airport Île_d'Yeu France
JDP Paris_-_Issy-les-Moulineaux_Heliport Issy-les-Moulineaux_/_Paris France
QIE Istres-Le_Tubé_Air_Base Istres France
JLP Juan-les-Pins_Airport Juan-les-Pins France
EPL Épinal_-_Mirecourt_Airport Juvaincourt,_Vosges France
LBY La_Baule-Escoublac_Airport_(Montoir_Airport) La_Baule-Escoublac France
LTT La_Môle_-_Saint-Tropez_Airport La_Môle_/_Saint-Tropez France
EDM La_Roche-sur-Yon_Aerodrome La_Roche-sur-Yon_/_Les_Ajoncs France
LRH La_Rochelle_-_Île_de_Ré_Airport La_Rochelle_/_Île_de_Ré,_Charente-Maritime France
LDV Landivisiau_Airport Landivisiau France
LAI Lannion_-_Côte_de_Granit_Airport Lannion France
LVA Laval_Entrammes_Airport Laval France
LBG Paris_-_Le_Bourget_Airport Le_Bourget France
CTT Le_Castellet_Airport Le_Castellet France
LEH Le_Havre_Octeville_Airport Le_Havre France
LME Le_Mans_Arnage_Airport Le_Mans France
LPY Loudes_Airport Le_Puy-en-Velay_/_Loudes,_Haute-Loire France
LTQ Le_Touquet-Paris-Plage_Airport Le_Touquet-Paris-Plage France
LSO Talmont_Airport Les_Sables_d'Olonne France
LIL Lille_Lesquin_International_Airport Lille France
XDB Gare_de_Lille_Europe Lille France
LIG Bellegarde_Airport Limoges France
LRT Lorient_South_Brittany_Airport Lorient France
ETZ Metz-Nancy-Lorraine_Airport Lorraine France
LDE Tarbes_-_Lourdes_Pyrenees_Airport Lourdes France
LYN Lyon_Bron_Airport Lyon France
LYS Lyon-Saint_Exupéry_Airport_(formerly_Satolas_Airport) Lyon France
XYD Gare_de_Lyon-Part-Dieu Lyon France
XYL Gare_de_Lyon-Perrache_Railway_Station Lyon France
MRS Marseille_Provence_Airport Marseille France
XRF Gare_de_Marseille_Saint-Charles Marseille France
XJY Gare_de_Massy_TGV Massy France
MVV Megeve_Airport Megève France
MEN Brenoux_Airport Mende France
MFX Meribel_Airport Meribel France
HZB Merville_-_Calonne_Airport Merville_/_Calonne France
MZM Frescaty_Airport Metz France
XMF Montbéliard_Courcelles_Airport Montbéliard France
MCU Montluçon_-_Guéret_Airport Montluçon France
XPJ Gare_de_Montpellier_Saint-Roch Montpellier France
MPL Mediterranée_Airport_(Frejorgues_Airport) Montpellier France
MXN Morlaix_Ploujean_Airport Morlaix France
XMU Moulins_-_Montbeugny_Airport Moulins,_Allier France
MLH EuroAirport_Basel-Mulhouse-Freiburg Mulhouse France
ENC Essey_Airport Nancy France
NTE Nantes_Atlantique_Airport Nantes France
NCE Côte_d'Azur_International_Airport Nice France
ZYN Nîmes_Railway_Station Nîmes France
FNI Garons_Airport Nîmes-Arles-Camargue France
XOG Orange-Caritat_Air_Base Orange France
ORE Orléans_-_Bricy_Air_Base Orléans France
POX Pontoise_Airport Paris France
PAR _ALL_Airports Paris France
JPU La_Défense_Heliport Paris France
XGB Gare_Montparnasse Paris France
CDG Charles_de_Gaulle_Airport_(Roissy_Airport) Paris France
XPG Gare_du_Nord Paris France
ORY Orly_International_Airport Paris_-_Orly,_Paris France
PUF Pau_Pyrénées_Airport Pau France
PGX Périgueux_Bassillac_Airport Périgueux France
PGF Perpignan_–_Rivesaltes_Airport Perpignan France
XOP Poitiers_Railway_Station Poitiers France
PIS Poitiers_-_Biard_Airport Poitiers France
PRP Propriano_Airport Propriano France
UIP Quimper_-_Cornouaille_Airport Quimper France
RHE Reims_Champagne_Airport Reims France
XIZ Gare_de_Champagne-Ardenne_TGV Reims France
RNE Renaison_Airport Renaison France
RNS St.Jacques_Airport Rennes France
URO Rouen_Vallée_de_Seine_Airport Rouen France
RYN Medis_Airport Royan France
SBK Saint-Brieuc_-_Armor_Airport Saint-Brieuc France
EBU Saint-Étienne_-_Bouthéon_Airport Saint-Étienne_/_Bouthéon France
SNR Saint-Nazaire_Montoir_Airport Saint-Nazaire France
FSP Saint_Pierre_Airport Saint-Pierre,_Saint_Pierre_and_Miquelon France
JSZ Saint-Tropez_Heliport Saint-Tropez France
RDZ Rodez-Marcillac_Airport Salles_-_La_-_SOURCE,_Aveyron France
RUN Roland_Garros_Airport St_Denis,_Réunion France
SXB Strasbourg_Entzheim_International_Airport Strasbourg France
TLN Toulon-Hyères_Airport Toulon France
XZV Gare_de_Toulon Toulon France
TLS Toulouse_Blagnac_International_Airport Toulouse France
TUF Tours_Val_de_Loire_Airport Tours France
XSH Tours_Saint-Pierre-des-Corps_Railway_Station Tours France
TNF Toussus-le-Noble_Airport Toussus-le-Noble France
QYR Barberey_Airport Troyes France
VAF Valence-Chabeuil_Airport Valence France
XHK Gare_de_Valence_TGV_Railway_Station Valence,_Drôme France
XVS Valenciennes_-_Denain_Aerodrome Valenciennes France
VNE Vannes-Meucon_Airport Vannes France
XCR Vatry_International_Airport Vatry France
QJZ Gare_de_Nantes N/A France
XED Gare_de_Marne-la-Vallée_–_Chessy N/A France
XWG Gare_de_Strasbourg N/A France
ZFJ Gare_de_Rennes N/A France
ZLN Le_Mans_Railway_Station N/A France
CAY Cayenne-Rochambeau_Airport Cayenne French_Guiana
MPY Maripasoula_Airport Maripasoula French_Guiana
XAU Saül_Airport Saül French_Guiana
LDX St-Laurent_du_Maroni_Airport St-Laurent_du_Maroni French_Guiana
AHE Ahe_Airport Ahe French_Polynesia
AAA Anaa_Airport Anaa,_Tuamotus French_Polynesia
APK Apataki_Airport Apataki French_Polynesia
AXR Arutua_Airport Arutua,_Tuamotus French_Polynesia
AUQ Atuona_Airport Atuona,_Marquesas_Islands French_Polynesia
BOB Bora_Bora_Airport_(Motu_Mute_Airport) Bora_Bora French_Polynesia
FAC Faaite_Airport Faaite French_Polynesia
FHZ Fakahina_Airport Fakahina French_Polynesia
FAV Fakarava_Airport Fakarava,_Society_Islands French_Polynesia
FGU Fangatau_Airport Fangatau French_Polynesia
HOI Hao_Airport Hao,_Tuamotu_Island French_Polynesia
HHZ Hikueru_Atoll_Airport Hikueru_Atoll French_Polynesia
HUH Fare_Airport Huahine,_Society_Islands French_Polynesia
KHZ Kauehi_Airport Kauehi French_Polynesia
KKR Kaukura_Atoll_Airport Kaukura_Atoll French_Polynesia
MKP Makemo_Airport Makemo French_Polynesia
GMR Totegegie_Airport_(Gambier_Island_Airport) Mangareva,_Gambier_Islands French_Polynesia
XMH Manihi_Airport Manihi French_Polynesia
MVT Mataiva_Airport Mataiva French_Polynesia
MAU Maupiti_Airport Maupiti,_Leeward_Islands French_Polynesia
MOZ Moorea_Airport_(Temae_Airport) Moorea,_Windward_Islands French_Polynesia
NUK Nukutavake_Airport Nukutavake,_Tuamotus French_Polynesia
PPT Faa'a_International_Airport Papeete,_Tahiti French_Polynesia
PUK Pukarua_Airport Pukarua,_Tuamotus French_Polynesia
RRR Raroia_Airport Raroia French_Polynesia
RUR Rurutu_Airport Rurutu French_Polynesia
ZTA Tureira_Airport Tureia,_Tuamotus French_Polynesia
AKE Akieni_Airport Akieni Gabon
AWE Alowe_Airport Alowe Gabon
BAW Biawonque_Airport Biawonque Gabon
BMM Bitam_Airport Bitam Gabon
BGP Bongo_Airport Bongo Gabon
BGB Booue_Airport Booue Gabon
FOU Fougamou_Airport Fougamou Gabon
MVB Franceville/Mvengue_Airport Franceville_/_Mvengue Gabon
GAX Gamba_Airport Gamba Gabon
IGE Iguela_Airport Iguela Gabon
GKO Kongoboumba_Airport Kongoboumba Gabon
KOU Koulamoutou_Airport Koulamoutou Gabon
LBQ Lambaréné_Airport Lambaréné Gabon
LTL Lastourville_Airport Lastourville Gabon
LEO Lekoni_Airport Lekoni Gabon
LBV Libreville_International_Airport Libreville Gabon
MKU Makokou_Airport Makokou Gabon
KMD Mandji_Airport Mandji Gabon
MYB Mayumba_Airport Mayumba Gabon
MBC Mbigou_Airport Mbigou Gabon
MDV Médouneu_Airport Médouneu Gabon
MKB Mekambo_Airport Mekambo Gabon
MVG Mevang_Airport Mevang Gabon
GIM Miele_Mimbale_Airport Miele_Mimbale Gabon
MVX Minvoul_Airport Minvoul Gabon
MZC Mitzic_Airport Mitzic Gabon
MGX Moabi_Airport Moabi Gabon
MFF Moanda_Airport Moanda Gabon
MJL Mouila_Airport Mouila Gabon
KDN Ndende_Airport Ndende Gabon
KDJ Ville_Airport_(Ndjolé_Airport) Ndjolé Gabon
POG PORT_Gentil_Airport PORT_Gentil Gabon
ZKM Sette_Cama_Airport Sette_Cama Gabon
BJL Banjul_International_Airport Banjul Gambia
BUS Batumi_Airport_(Chorokh_Airport) Batumi Georgia
KUT Kopitnari_Airport_(Kutaisi_Airport) Kutaisi,_Imereti Georgia
SUI Sukhumi_Dranda_Airport Sukhumi Georgia
TBS Tbilisi_International_Airport Tbilisi Georgia
AAH Merzbrück_Airport Aachen Germany
XHJ Aachen_Hauptbahnhof Aachen Germany
AOC Leipzig-Altenburg_Airport Altenburg,_Thuringia Germany
AGB Augsburg_Airport Augsburg,_Bavaria Germany
BMR Baltrum_Airport Baltrum,_Lower_Saxony Germany
BBH Stralsund_Barth_Airport Barth,_Mecklenburg-Vorpommern Germany
BYU Bindlacher_Berg_Airport Bayreuth,_Bavaria Germany
SXF Berlin_Schönefeld_Airport Berlin Germany
BER All_airports_in_Berlin Berlin Germany
QPP Berlin_Hauptbahnhof Berlin Germany
THF Tempelhof_International_Airport Berlin Germany
GWW RAF_Gatow Berlin Germany
BFE Bielefeld_Airport Bielefeld,_North_Rhine-Westphalia Germany
BBJ Bitburg_Airport_(former_Bitburg_Air_Base) Bitburg,_Rhineland-Palatinate Germany
BMK Borkum_Airport Borkum,_Lower_Saxony Germany
BWE Braunschweig-Wolfsburg_Regional_Airport Braunschweig,_Lower_Saxony Germany
BRE Bremen_Airport Bremen Germany
BRV Bremerhaven_Airport Bremerhaven,_Bremen Germany
SGE Siegerland_Airport Burbach Germany
ZCN Celle_Air_Base Celle Germany
QKL Köln_Hauptbahnhof Cologne Germany
CGN Cologne_Bonn_Airport_(Köln/Bonn_-_Konrad_Adenauer) Cologne,_North_Rhine-Westphalia Germany
CBU Cottbus-Drewitz_Airport Cottbus,_Brandenburg Germany
DTM Dortmund_Airport Dortmund,_North_Rhine-Westphalia Germany
DRS Dresden_Airport Dresden Germany
HGL Düne_Airport_(Helgoland_Airport) Düne,_Helgoland,_Schleswig-Holstein Germany
QDU Düsseldorf_Hauptbahnhof Düsseldorf Germany
DUS Düsseldorf_International_Airport Düsseldorf,_North_Rhine-Westphalia Germany
EME Emden_Airport Emden,_Lower_Saxony Germany
ERF Erfurt_Airport Erfurt Germany
ESS Essen/Mülheim_Airport Essen Germany
FLF Schäferhaus_Airport Flensburg,_Schleswig-Holstein Germany
FRA Frankfurt_Airport Frankfurt Germany
ZRB Frankfurt_(Main)_Hauptbahnhof Frankfurt Germany
QFB Freiburg_Hauptbahnhof Freiburg Germany
FDH Friedrichshafen_Airport_(Bodensee_Airport) Friedrichshafen,_Bodensee Germany
FRZ Fritzlar_Air_Base Fritzlar,_Hessen Germany
FEL Fürstenfeldbruck_Air_Base Fürstenfeldbruck,_Bavaria Germany
GKE NATO_Air_Base_Geilenkirchen Geilenkirchen,_North_Rhine-Westphalia Germany
GHF Giebelstadt_Airport Giebelstadt Germany
ZEU Göttingen_Railway_Station Göttingen Germany
FMO Münster_Osnabrück_International_Airport Greven,_North_Rhine-Westphalia Germany
GUT RAF_Gütersloh Gütersloh,_North_Rhine-Westphalia Germany
GTI Rügen_Airport Güttin,_Mecklenburg-Vorpommern Germany
ZMB Hamburg_Hauptbahnhof Hamburg Germany
XFW Hamburg_Finkenwerder_Airport Hamburg Germany
HAM Hamburg_Airport_(Fuhlsbüttel_Airport) Hamburg_/_Fuhlsbüttel Germany
HAJ Hannover_Airport Hanover,_Lower_Saxony Germany
HEI Heide-Büsum_Airport Heide,_Schleswig-Holstein Germany
HDB Heidelberg_Airport Heidelberg,_Baden-Württemberg Germany
HDF Heringsdorf_Airport Heringsdorf,_Mecklenburg-Vorpommern Germany
HOQ Hof_Airport_(Plauen_Airport) Hof,_Bavaria Germany
ILH Illisheim_Army_Airfield Illisheim,_Bavaria Germany
IGS Ingolstadt_Manching_Airport Ingolstadt Germany
JUI Juist_Airport Juist,_Lower_Saxony Germany
FKB Baden_Airpark_(Karlsruhe/Baden-Baden_Airport) Karlsruhe/Baden-Baden,_Baden-Württemberg Germany
KSF Kassel_Calden_Airport Kassel,_Hesse Germany
KEL Kiel_Holtenau_Airport Kiel,_Schleswig-Holstein Germany
KZG Kitzingen_Airport Kitzingen,_Bavaria Germany
KOQ Koethen_Airport Koethen Germany
LHA Black_Forest_Airport_(Lahr_Airport) Lahr,_Baden-Württemberg Germany
LGO Langeoog_Airport Langeoog,_Lower_Saxony Germany
LEJ Leipzig/Halle_Airport Leipzig Germany
XIT Leipzig_Hauptbahnhof Leipzig Germany
XLW Lemwerder_Airport Lemwerder,_Lower_Saxony Germany
LBC Lübeck_Airport_(Blankensee_Airport) Lübeck,_Schleswig-Holstein Germany
CSO Magdeburg–Cochstedt_Airport Magdeburg Germany
QMZ Mainz-Finthen_Airport Mainz,_Rhineland_-_Palatinate Germany
MHG Mannheim_City_Airport Mannheim Germany
FMM Allgäu_Airport Memmingen,_Bavaria Germany
MGL Düsseldorf-Mönchengladbach_Airport Mönchengladbach Germany
ZMU München_Hauptbahnhof Munich Germany
MUC Munich_Airport Munich,_Bavaria Germany
FNB Neubrandenburg_Airport Neubrandenburg,_Mecklenburg-Vorpommern Germany
EUM Wasbek_Airport Neumünster,_Schleswig-Holstein Germany
NOD Norden-Norddeich_Airport Norden,_Lower_Saxony Germany
NRD Norderney_Airport Norderney Germany
FCN Fliegerhorst_Nordholz Nordholz Germany
NDZ Cuxhaven_Airport Nordholz_-_Spieka,_Lower_Saxony Germany
NUE Nuremberg_Airport Nuremberg Germany
ZAQ Nürnberg_Hauptbahnhof Nuremberg Germany
OBF Oberpfaffenhofen_Airport Oberpfaffenhofen Germany
FRF Oschersleben_Airport Oschersleben,_Saxony-Anhalt Germany
PAD Paderborn/Lippstadt_Airport Paderborn Germany
SZW Schwerin-Parchim_Airport Parchim Germany
RMS Ramstein_Air_Base Ramstein Germany
ZPQ Rheine_Air_Base Rhine Germany
HHN Frankfurt-Hahn_Airport Rhineland-Palatinate Germany
IES Göhlis_Airport Riesa Germany
RLG Rostock_Laage_Airport Rostock Germany
SCN Saarbrücken_Airport Saarbrücken Germany
BNJ Bonn_Hauptbahnhof Sankt_Augustin Germany
WBG Fliegerhorst_Schleswig Schleswig Germany
SEX Sembach_Air_Base Sembach Germany
ZPY Siegburg/Bonn_Railway_Station Siegburg Germany
SPM Spangdahlem_Air_Base Spangdahlem Germany
RBM Straubing_Wallmuhle_Airport Straubing,_Bavaria Germany
QPK Strausberg_Airport Strausberg,_Brandenburg Germany
ZWS Stuttgart_Hauptbahnhof Stuttgart Germany
STR Stuttgart_Airport Stuttgart Germany
TXL Berlin_Tegel_Airport Tegel_/_Berlin Germany
AGE Wangerooge_Airport Wangerooge,_Lower_Saxony Germany
NRN Weeze_Airport_(formerly_Niederrhein_Airport) Weeze,_Niederrhein Germany
GWT Sylt_Airport_(Westerland_Airport) Westerland Germany
WIE Wiesbaden_Army_Airfield Wiesbaden,_Hessen Germany
WVN JadeWeser_Airport Wilhelmshaven,_Lower_Saxony Germany
ZQW Zweibrücken_Airport Zweibrücken Germany
ZVM Hannover_Messe_Bahnhof N/A Germany
ZVR Hannover_Hauptbahnhof N/A Germany
QYG All_German_Railway_Stations N/A Germany
ACC Kotoka_International_Airport Accra Ghana
KMS Kumasi_Airport Kumasi Ghana
TKD Takoradi_Airport Sekondi-Takoradi Ghana
NYI Sunyani_Airport Sunyani Ghana
TML Tamale_Airport Tamale,_Northern_Region Ghana
GIB Gibraltar_Airport_(North_Front_Airport) Gibraltar Gibraltar
AGQ Agrinion_Airport Agrinion Greece
AXD Dimokritos_Airport Alexandroupolis Greece
GPA Araxos_Airport Araxos_/_Patras Greece
JTY Astypalaia_Airport Astypalaia_Island Greece
ATH Athens_International_Airport Athens Greece
CHQ Chania_International_Airport Chania Greece
JKH Chios_Island_National_Airport Chios_Island Greece
CFU Ioannis_Kapodistrias_International_Airport_(Corfu_International_Airport) Corfu Greece
DRM Drama_Airport Drama Greece
HER Heraklion_International_Airport,_Nikos_Kazantzakis Heraklion,_Crete Greece
JIK Ikaria_Airport Ikaria Greece
IOA Ioannina_National_Airport Ioannina Greece
KLX Kalamata_Airport Kalamata Greece
JKL Kalymnos_National_Airport Kalymnos Greece
AOK Karpathos_Airport Karpathos Greece
KSJ Kasos_Island_Airport Kasos_Island Greece
KZS Kastelorizo_Island_Public_Airport Kastelorizo Greece
KSO Aristotelis_Airport Kastoria Greece
KVA Kavala_International_Airport,_Megas_Alexandros Kavala Greece
EFL Argostolion_Airport Kefallinia_Island Greece
KIT Kithira_Airport Kithira Greece
KGS Kos_Island_International_Airport Kos_Island Greece
KZI Kozani_National_Airport_Filippos Kozani Greece
LRA Larisa_Airport Larisa Greece
LXS Lemnos_Airport Lemnos Greece
LRS Leros_Island_National_Airport Leros Greece
MLO Milos_Island_NATIONAL_Airport Milos Greece
JMK Mykonos_Island_National_Airport Mykonos_Island Greece
MJT Mytilene_International_Airport Mytilene,_Lesbos_Island Greece
JNX Naxos_Island_National_Airport Naxos_Island Greece
PAS Paros_NATIONAL_Airport Paros Greece
PKH Porto_Cheli_Airport Porto_Cheli,_Argolis Greece
PVK Aktion_Airport Preveza Greece
RHO Rhodes_International_Airport Rhodes Greece
JTR Santorini_Airport Santorini,_Thira Greece
JSH Sitia_Public_Airport Sitia,_Crete Greece
JSI Skiathos_Island_National_Airport Skiathos_Island Greece
SKU Skyros_Island_NATIONAL_Airport Skyros Greece
SPJ Sparti_Airport Sparti,_Laconia Greece
JSS Spetses_Heliport Spetses Greece
JSY Syros_Island_Airport Syros_Island Greece
SKG Makedonia_Airport Thessaloniki Greece
VOL International_Airport_of_Central_Greece Volos Greece
ZTH Zakynthos_International_Airport,_Dionysios_Solomos Zakynthos Greece
QUV Aappilattoq_Heliport_(Kujalleq) Aappilattoq,_Kujalleq Greenland
AOQ Aappilattoq_Heliport_(Qaasuitsup) Aappilattoq,_Qaasuitsup Greenland
JEG Aasiaat_Airport Aasiaat Greenland
LLU Alluitsup_Paa_Heliport Alluitsup_Paa Greenland
QUW Ammassivik_Heliport Ammassivik Greenland
JRK Arsuk_Airport Arsuk Greenland
QGQ Attu_Heliport Attu_Island Greenland
DUN Dundas_Airport Dundas Greenland
QFG Eqalugaarsuit_Heliport Eqalugaarsuit Greenland
QFX Igaliku_Heliport Igaliku Greenland
QJI Ikamiut_Heliport Ikamiut Greenland
QRY Ikerasaarsuk_Heliport Ikerasaarsuk Greenland
IKE Ikerasak_Heliport Ikerasak Greenland
JAV Ilulissat_Airport Ilulissat Greenland
IUI Innaarsuit_Heliport Innaarsuit Greenland
IOQ Isortoq_Heliport Isortoq Greenland
OBY Ittoqqortoormiit_Heliport Ittoqqortoormiit Greenland
SFJ Kangerlussuaq_Airport Kangerlussuaq Greenland
KGQ Kangersuatsiaq_Heliport Kangersuatsiaq Greenland
JGR Kangilinnguit_Heliport_(Grønnedal_Heliport) Kangilinnguit_(Grønnedal) Greenland
QJE Kitsissuarsuit_Heliport Kitsissuarsuit Greenland
